,Id,game_seq,season_end,date,season_game_seq,playoff,team_id,Elo,opp_team_id,opp_Elo,win_equivalent,bet_ratio,home_crowd,opp_crowd,total_crowd
5460,50461,2802,1954,1/9/1954,34,0.0,56,1353.7686,35,,,0.28353405,7500,3400,10900
5461,50462,23148,1982,12/30/1981,28,0.0,13,1546.7501,11,1464.46,46.44186,0.7406494,8000,4000,12000
5462,50463,49938,2005,3/22/2005,69,0.0,21,1542.8763,9,1384.7498,46.309071,0.81546152,8300,4800,13100
5463,50464,11610,1971,2/9/1971,59,0.0,32,1502.2986,6,1506.7665,46.436413,0.63411868,8100,3600,11700
5464,50465,8362,1968,2/29/1968,69,0.0,5,1350.8136,2,1604.3629,,0.29237005,3700,1000,4700
5465,50466,12474,1972,12/19/1971,33,0.0,9,1275.9937,3,1342.2444,23.599817,0.54841691,7400,4400,11800
5466,50467,46824,2003,12/28/2002,29,0.0,27,1479.739,7,1431.2126,39.120598,0.70161211,7400,400,7800
5467,50468,11608,1971,2/8/1971,58,0.0,8,1671.2886,6,,63.163685,0.8160851,6600,800,7400
5468,50469,51347,2006,4/2/2006,72,0.0,19,1609.8445,22,,53.17635,0.6041193,8600,2900,11500
5469,50470,4165,1958,2/19/1958,62,0.0,33,1588.5459,1,1549.879,,0.68959588,4600,500,5100
5470,50471,18074,1977,11/3/1976,7,0.0,36,1464.1779,14,1483.3254,38.228714000000004,0.61430007,4600,1500,6100
5471,50472,21128,1980,11/28/1979,22,0.0,14,,6,1605.6771,,0.6691789,7000,1400,8400
5472,50473,22461,1981,2/6/1981,56,0.0,18,,7,1421.4249,,0.34231836,3100,4000,7100
5473,50474,14353,1973,3/27/1973,82,0.0,7,,0,1702.6218,44.883415,0.37204385,7100,700,7800
5474,50475,29074,1988,12/16/1987,21,0.0,0,1587.2245,17,1535.1809,50.173489000000004,0.70583344,4300,2400,6700
5475,50476,2547,1953,2/18/1953,57,0.0,0,1527.8871,1,1679.0912,43.696701000000004,0.42684028,7900,3600,11500
5476,50477,51798,2007,11/30/2006,15,0.0,2,1539.7368,17,1558.5469,46.748024,0.61476034,9400,2700,12100
5477,50478,8799,1969,11/28/1968,27,0.0,14,1309.6125,8,,28.096721999999996,0.67304844,6800,4100,10900
5478,50479,42915,2000,12/14/1999,21,0.0,6,1562.6364,3,,48.315712,0.63811922,5100,2100,7200
5479,50480,35490,1993,4/10/1993,74,0.0,11,,13,1530.0770000000002,55.148047999999996,0.75953406,7900,5400,13300
5480,50481,25395,1984,2/17/1984,54,0.0,8,1551.3035,17,1510.3039999999999,,0.6924628,5800,2600,8400
5481,50482,41383,1998,3/1/1998,58,0.0,10,1518.4637,12,,43.858596999999996,0.87081259,7400,700,8100
5482,50483,29461,1988,2/27/1988,55,0.0,5,1541.4622,8,1549.1392,44.156231,0.62982213,3500,1700,5200
5483,50484,941,1949,4/6/1949,66,1.0,35,1626.9686,59,1487.4926,59.376339,0.79875565,3600,2700,6300
5484,50485,43613,2000,3/26/2000,69,0.0,24,1605.5034,26,1506.9052,52.179016,0.75827098,4100,2600,6700
5485,50486,2885,1954,2/11/1954,51,0.0,34,1444.7853,33,1632.3594,34.508701,0.37657365,6700,2900,9600
5486,50487,18347,1977,12/25/1976,29,0.0,25,1491.2148,10,1579.1515,,0.51735359,3200,400,3600
5487,50488,19025,1978,10/30/1977,5,0.0,8,1472.8174,14,1434.6177,38.543152,0.68901998,9000,2000,11000
5488,50489,49157,2005,12/1/2004,16,0.0,20,1481.0016,15,1592.5156,40.614155,0.48343602,7600,5300,12900
5489,50490,30952,1989,5/26/1989,93,1.0,6,1672.9128,2,1684.97,,0.62392461,6700,2700,9400
5490,50491,36173,1994,1/21/1994,37,0.0,20,1387.7175,10,1571.1011,,0.38225347,5500,5300,10800
5491,50492,60945,2014,12/25/2013,30,0.0,12,,20,1656.1224,49.919144,0.54358989,3100,1800,4900
5492,50493,14076,1973,2/16/1973,60,0.0,2,1682.8979,32,1567.2446,61.914001,0.77580768,6500,1900,8400
5493,50494,40870,1998,12/14/1997,22,0.0,2,,18,1302.161,54.735565,0.92071295,6900,5200,12100
5494,50495,15025,1974,1/9/1974,41,0.0,53,1459.3875,51,,40.158714,0.7480671999999999,8300,2100,10400
5495,50496,50045,2005,4/5/2005,74,0.0,6,1667.7672,2,1426.6829,58.20101500000001,0.87690467,4900,5200,10100
5496,50497,46936,2003,1/14/2003,38,0.0,27,1512.5979,26,1347.335,39.928661,0.82156348,3100,4400,7500
5497,50498,12103,1972,10/27/1971,7,0.0,7,1429.0392,1,1502.9969,39.329945,0.53740776,5200,200,5400
5498,50499,42701,2000,11/13/1999,7,0.0,13,,30,1556.2578,61.558201000000004,0.81176239,5400,1900,7300
5499,50500,15169,1974,2/1/1974,48,0.0,51,1410.9796,45,,,0.4292393,5700,4800,10500
5500,50501,54160,2008,5/3/2008,88,1.0,38,1666.5958,13,1678.8859,,0.62360996,7900,1100,9000
5501,50502,4118,1958,2/1/1958,52,0.0,3,1456.2825,34,1542.2635,32.884113,0.52016389,8500,3100,11600
5502,50503,11052,1971,11/24/1970,18,0.0,5,1512.4038,8,1655.7198,47.619403999999996,0.4379842000000001,4300,4800,9100
5503,50504,54919,2009,2/3/2009,49,0.0,19,1413.1145,8,1464.0646,,0.57012326,6900,700,7600
5504,50505,39606,1997,12/14/1996,21,0.0,7,1572.9032,4,1344.5020000000004,49.865210999999995,0.86880451,4100,1000,5100
5505,50506,44077,2001,11/28/2000,15,0.0,11,1535.2543,21,1584.5083,43.581005,0.57251441,7500,3100,10600
5506,50507,15165,1974,2/1/1974,58,0.0,14,1436.0885,8,1702.8267,39.981945,0.27691382,6500,3100,9600
5507,50508,22292,1981,1/3/1981,42,0.0,17,1356.9636,9,1512.8749,27.940969,0.4202247,6300,3100,9400
5508,50509,52045,2007,1/3/2007,31,0.0,22,1467.7047,20,1499.8651,35.817574,0.59640694,5200,1500,6700
5509,50510,47328,2003,3/14/2003,66,0.0,7,1425.4987,1,1466.8809,33.474509999999995,0.58356637,8300,600,8900
5510,50511,25858,1985,11/2/1984,4,0.0,4,,18,1481.6201,50.278228999999996,0.76786053,4400,3700,8100
5511,50512,26584,1985,3/16/1985,67,0.0,4,1651.8174,19,1507.1993,56.480419,0.80347157,4700,300,5000
5512,50513,24809,1984,10/29/1983,2,0.0,15,,4,1682.3088,26.738703000000005,0.22097076,8000,4800,12800
5513,50514,15489,1974,3/17/1974,80,0.0,47,1545.7168,49,,,0.58489317,5300,3100,8400
5514,50515,55227,2009,3/20/2009,71,0.0,11,1621.5358,24,1335.2334,53.348076,0.9023608,4000,5000,9000
5515,50516,61146,2014,1/21/2014,43,0.0,17,1457.1261,24,1553.2921,34.661705,0.5055173,4800,3600,8400
5516,50517,36495,1994,3/13/1994,61,0.0,24,1298.1849,2,,21.459232,0.47139442,8700,3400,12100
5517,50518,50522,2006,12/7/2005,18,0.0,13,1686.8309,22,1597.3856,,0.74848241,4700,2500,7200
5518,50519,5267,1962,11/18/1961,15,0.0,31,1478.8053,28,1496.1438,40.695755,0.61676455,3400,1100,4500
5519,50520,16152,1975,1/3/1975,34,0.0,45,1594.3970000000006,51,,52.84848,0.90930974,8000,1600,9600
5520,50521,57662,2011,2/17/2011,54,0.0,5,,13,1701.5667,54.992785999999995,0.54556483,4800,2200,7000
5521,50522,33358,1992,11/6/1991,3,0.0,23,1475.0277,25,1411.5531,40.223377,0.71930879,5000,1000,6000
5522,50523,38294,1996,12/8/1995,16,0.0,24,1335.8022,20,1383.5146,27.086340000000003,0.57468492,6500,3900,10400
5523,50524,44276,2001,12/26/2000,28,0.0,3,1493.6865,0,,40.621173999999996,0.73424542,4200,2300,6500
5524,50525,25367,1984,2/11/1984,50,0.0,6,1507.4298,18,,42.715866,0.65951359,7500,700,8200
5525,50526,36895,1995,11/9/1994,3,0.0,30,1497.6447,23,1573.0425,40.351818,0.53534633,8700,200,8900
5526,50527,11279,1971,12/26/1970,36,0.0,5,1517.2052,3,1479.7411,48.067844,0.6881119000000001,4800,5400,10200
5527,50528,32296,1991,11/24/1990,11,0.0,25,1359.3866,15,,28.736952000000002,0.51685017,4700,500,5200
5528,50529,57134,2011,12/6/2010,21,0.0,23,1675.4307,7,1563.4116,,0.77214795,8000,4600,12600
5529,50530,52475,2007,3/6/2007,60,0.0,18,1759.3539,19,1456.9718,64.89733100000001,0.91021782,5000,3400,8400
5530,50531,42718,2000,11/16/1999,9,0.0,13,1705.8020000000001,15,1627.7484,61.070728,0.73593742,7300,3300,10600
5531,50532,51226,2006,3/17/2006,64,0.0,1,1337.8276,3,1694.5620000000001,25.892612,0.18574756,3800,2400,6200
5532,50533,30680,1989,3/20/1989,66,0.0,21,,30,1241.422,26.908768,0.78235596,5100,2200,7300
5533,50534,37523,1995,2/17/1995,48,0.0,9,1591.3412,14,1699.8064,51.271637,0.48782,3600,1100,4700
5534,50535,589,1949,11/12/1948,4,0.0,0,,40,1461.7795,35.611824,0.52914453,5500,4100,9600
5535,50536,3022,1955,11/20/1954,7,0.0,43,1552.5994,33,,42.350513,0.60495943,8800,4000,12800
5536,50537,28528,1987,3/7/1987,60,0.0,6,1399.2942,21,1409.8459,30.725396999999997,0.6259557,4700,4700,9400
5537,50538,13836,1973,1/10/1973,44,0.0,4,1209.0228,2,1616.1781,16.866213000000002,0.1457753,6500,2300,8800
5538,50539,4492,1959,3/1/1959,66,0.0,3,1417.8285,28,1313.7203,,0.76403695,7600,1800,9400
5539,50540,42765,2000,11/23/1999,10,0.0,10,,9,1635.2454,38.357997999999995,0.40277418,6800,2400,9200
5540,50541,23208,1982,1/12/1982,36,0.0,16,1487.1729,36,1415.943,40.505047,0.72823346,3600,3100,6700
5541,50542,20871,1979,6/1/1979,101,1.0,25,1560.5963,14,1636.2152,46.226383,0.53502977,6100,4300,10400
5542,50543,53684,2008,2/21/2008,54,0.0,11,1615.6868,22,1277.3088,52.766941,0.92577332,6000,1100,7100
5543,50544,23230,1982,1/15/1982,37,0.0,4,1637.6765,7,1472.8120000000001,,0.82122701,3400,3900,7300
5544,50545,25446,1984,2/25/1984,60,0.0,13,1492.1681,8,1561.0852,38.79377,0.54461288,3500,1100,4600
5545,50546,5849,1963,2/5/1963,56,0.0,3,,31,1539.8978,,0.44265074,6000,2900,8900
5546,50547,3716,1957,12/23/1956,26,0.0,1,1553.7031,34,1585.4452,43.431702,0.59698647,7200,500,7700
5547,50548,6946,1966,1/9/1966,40,0.0,31,1472.3118,4,1581.184,,0.48723465,9000,2400,11400
5548,50549,45444,2002,12/13/2001,22,0.0,16,1434.6172,29,1352.3783,34.291610999999996,0.74059272,8400,2900,11300
5549,50550,2961,1954,3/11/1954,70,0.0,40,1551.6082,43,1645.1970000000001,43.530357,0.50922531,5600,3900,9500
5550,50551,60912,2014,12/20/2013,25,0.0,16,1584.3198,6,1480.2357,48.100975,0.76401198,6800,4200,11000
5551,50552,28608,1987,3/21/1987,67,0.0,6,1365.2251,12,1456.5872,26.559466999999998,0.51242846,3700,1300,5000
5552,50553,35264,1993,3/7/1993,58,0.0,8,1414.1721,3,1454.5962,,0.5849061,4100,3200,7300
5553,50554,57810,2011,3/12/2011,64,0.0,27,1298.272,20,,20.076007999999998,0.45052767,8300,500,8800
5554,50555,26640,1985,3/26/1985,72,0.0,16,,17,1513.9202,,0.71650934,6200,2400,8600
5555,50556,31425,1990,1/13/1990,35,0.0,25,1447.7234,4,,36.016094,0.54478526,9300,2900,12200
5556,50557,9461,1969,3/12/1969,76,0.0,7,1512.0293,5,1409.7413,,0.76214272,3700,2500,6200
5557,50558,54143,2008,4/27/2008,86,1.0,4,1538.7388,3,1627.5591,,0.5160832999999999,6800,2300,9100
5558,50559,40594,1998,11/4/1997,3,0.0,18,1377.5085,48,1303.552,,0.73132873,6000,2200,8200
5559,50560,58140,2012,12/25/2011,1,0.0,18,,22,1652.3988,56.708206000000004,0.6735241999999999,5400,300,5700
5560,50561,43556,2000,3/18/2000,67,0.0,14,1536.1803,9,,44.491501,0.46759826,8600,1400,10000
5561,50562,43377,2000,2/23/2000,55,0.0,8,1487.9386,12,1374.7568,38.455921000000004,0.77332336,3400,2200,5600
5562,50563,58703,2012,3/6/2012,36,0.0,37,,23,1587.2876,,0.21040437,8700,5300,14000
5563,50564,2085,1952,1/12/1952,36,0.0,1,1544.9351,57,1529.6735,45.274208,0.66004598,6300,1900,8200
5564,50565,38532,1996,1/13/1996,34,0.0,15,1615.8087,24,,,0.9013117,7400,1900,9300
5565,50566,19289,1978,12/22/1977,29,0.0,10,1514.4109,1,1515.6558,42.999851,0.63841242,7600,1900,9500
5566,50567,24765,1983,4/27/1983,86,1.0,0,1605.5287,8,1566.8734,49.243912,0.68958157,3800,4000,7800
5567,50568,47445,2003,3/29/2003,73,0.0,10,1287.0946,0,1467.7858,,0.38591987,4200,1600,5800
5568,50569,62011,2015,11/19/2014,10,0.0,24,,1,1460.0420000000001,38.146194,0.65088302,8500,3700,12200
5569,50570,53571,2008,2/1/2008,45,0.0,27,1503.3003,17,1621.3276,,0.47407982,4900,2300,7200
5570,50571,52888,2008,10/30/2007,1,0.0,13,1669.8276,9,1420.011,57.79320500000001,0.88222867,8100,4100,12200
5571,50572,50716,2006,1/5/2006,30,0.0,10,,11,,,0.7010571999999999,4500,700,5200
5572,50573,5011,1961,1/2/1961,43,0.0,28,1405.1426,33,1526.9514,30.660742,0.46865571,8400,2800,11200
5573,50574,51131,2006,3/5/2006,60,0.0,10,1515.5585,5,,43.820484,0.64874703,8100,2700,10800
5574,50575,36034,1994,12/29/1993,27,0.0,25,1354.4309,21,1325.4802,,0.67749858,4900,5300,10200
5575,50576,41519,1998,3/20/1998,67,0.0,3,1521.2599,26,1295.5978,43.9716,0.86699677,5500,5000,10500
5576,50577,1930,1952,11/6/1951,2,0.0,56,1420.5488,40,1476.3644,32.238537,0.56324595,4100,700,4800
5577,50578,55402,2009,4/12/2009,80,0.0,26,,4,1493.371,,0.51293617,4600,4600,9200
5578,50579,6449,1965,11/24/1964,17,0.0,31,1555.4888,32,1444.4039,46.331844,0.77120042,3300,1500,4800
5579,50580,42981,2000,12/23/1999,27,0.0,11,1456.6124,27,1451.881,37.514076,0.64631552,6800,800,7600
5580,50581,56628,2010,3/31/2010,74,0.0,29,1498.3855,18,1566.7324,39.767849,0.54542685,5300,4700,10000
5581,50582,45157,2002,11/1/2001,1,0.0,29,,3,1451.0946,28.53857600000001,0.55710864,4800,1400,6200
5582,50583,10721,1970,4/15/1970,84,0.0,49,1356.0044,45,1410.5710000000001,38.439747,0.56501371,7600,1600,9200
5583,50584,19266,1978,12/17/1977,28,0.0,36,1463.9285,50,1425.4071,37.92090200000001,0.68941653,6200,4500,10700
5584,50585,43372,2000,2/22/2000,55,0.0,14,1517.7433,23,1515.0364,44.672119,0.64364696,7600,1400,9000
5585,50586,37648,1995,3/8/1995,59,0.0,0,1445.7468,1,1631.7291,34.833659999999995,0.37872726,5200,1700,6900
5586,50587,40220,1997,3/15/1997,65,0.0,5,1787.5668,7,1619.3087,67.544136,0.82407701,9100,3800,12900
5587,50588,42630,2000,11/3/1999,2,0.0,9,1576.6914,20,1337.5844,,0.87567079,7000,2400,9400
5588,50589,60433,2013,4/17/2013,81,0.0,15,1592.1603,4,1422.7594,47.873543,0.82502866,4800,5000,9800
5589,50590,6901,1966,12/23/1965,36,0.0,2,1537.4091,3,1357.5687,45.319332,0.83353496,5800,5400,11200
5590,50591,19333,1978,12/30/1977,34,0.0,1,1519.9452,50,,,0.75915039,8100,4200,12300
5591,50592,42342,1999,4/11/1999,37,0.0,24,1489.8927,3,1592.7379999999994,,0.49590531,4700,4100,8800
5592,50593,58837,2012,3/22/2012,46,0.0,27,1346.4525,15,1538.1523,25.024517000000003,0.37101459999999997,3700,1600,5300
5593,50594,27917,1987,11/14/1986,8,0.0,5,1462.0474,0,1720.816,,0.28619304,7400,2100,9500
5594,50595,46097,2002,3/19/2002,67,0.0,23,1536.8647,8,1489.2362,45.258236,0.70052898,9000,3700,12700
5595,50596,41951,1999,2/22/1999,10,0.0,7,,5,1596.786,51.547134,0.66286796,7000,1600,8600
5596,50597,3748,1957,1/6/1957,31,0.0,33,1483.3149,34,1586.7284,37.737835,0.49508779999999997,6000,100,6100
5597,50598,43626,2000,3/28/2000,70,0.0,24,1608.4392,4,1568.3081,51.444592,0.69139719,6000,1900,7900
5598,50599,23538,1982,3/13/1982,65,0.0,1,1479.0248,25,1503.7177,37.637924,0.60670978,8800,3700,12500
5599,50600,4282,1959,11/24/1958,12,0.0,0,,35,1405.7543,,0.81710339,4100,2300,6400
5600,50601,48355,2004,2/2/2004,49,0.0,15,1623.0679,2,1576.1832,,0.6996299,3100,3100,6200
5601,50602,47686,2004,10/29/2003,1,0.0,17,1516.4434,9,1575.0447,,0.55929714,9300,2100,11400
5602,50603,58455,2012,2/1/2012,23,0.0,18,1626.9822,42,1651.9301,52.293324,0.60635942,8100,2100,10200
5603,50604,54806,2009,1/19/2009,42,0.0,11,1592.5957,16,1593.0632,50.616253,0.63944471,8900,3000,11900
5604,50605,37481,1995,2/8/1995,46,0.0,15,,1,,48.077164,0.60052204,5500,2300,7800
5605,50606,51893,2007,12/13/2006,21,0.0,20,1529.8933,17,,,0.59936219,6900,3700,10600
5606,50607,13493,1973,11/19/1972,20,0.0,10,,7,1477.1848,26.371887,0.40303805,6200,2400,8600
5607,50608,30853,1989,4/17/1989,79,0.0,12,1495.4063,14,1529.7220000000002,,0.59341687,4100,5100,9200
5608,50609,55051,2009,2/25/2009,57,0.0,18,1565.3220000000001,8,1464.7629,48.232494,0.7603339,7400,2700,10100
5609,50610,31570,1990,2/5/1990,47,0.0,25,1376.6287,12,1481.1191,31.393197999999998,0.49353805,5600,5200,10800
5610,50611,19046,1978,11/4/1977,9,0.0,2,1526.0317,15,1480.5599,44.057235999999996,0.697918,7000,2700,9700
5611,50612,27145,1986,12/21/1985,27,0.0,15,1404.0251,19,1534.9323,30.311413,0.45563805,4100,4100,8200
5612,50613,17882,1976,4/3/1976,78,0.0,12,,14,1516.1902,,0.76713639,4800,1400,6200
5613,50614,60515,2013,5/26/2013,96,1.0,15,1604.5482,22,1760.6628,50.090469,0.41993952,9200,3200,12400
5614,50615,53145,2008,12/4/2007,16,0.0,24,,2,1527.9617,23.097076,0.36262006,5700,1500,7200
5615,50616,50187,2005,4/27/2005,84,1.0,5,1552.4395,27,1467.0109,47.270472999999996,0.74410456,7500,5000,12500
5616,50617,38350,1996,12/16/1995,23,0.0,20,1371.4792,30,1513.2249,28.439220000000002,0.4402107,7400,1400,8800
5617,50618,28841,1987,5/24/1987,94,1.0,3,1642.5538,0,,56.40762700000001,0.59463054,4800,4100,8900
5618,50619,63140,2015,5/15/2015,92,1.0,27,1552.6567,7,1607.3867,45.343666,0.56478262,3000,2200,5200
5619,50620,27464,1986,2/21/1986,54,0.0,18,1536.1849,11,1528.6312,43.254298999999996,0.65002042,7700,2400,10100
5620,50621,12880,1972,2/17/1972,63,0.0,5,1576.9413,1,,,0.64557594,6800,3600,10400
5621,50622,44361,2001,1/8/2001,35,0.0,0,1372.3759,9,,27.634476,0.25569409,8000,1900,9900
5622,50623,48695,2004,3/23/2004,71,0.0,17,1492.9421,27,1326.1638,40.209156,0.82283866,9300,1000,10300
5623,50624,25963,1985,11/23/1984,11,0.0,0,1677.1874,25,,58.49044,0.80940014,4200,2200,6400
5624,50625,53670,2008,2/19/2008,52,0.0,13,1637.8202,37,1389.1833,55.024025,0.88152122,8400,4600,13000
5625,50626,9022,1969,1/3/1969,41,0.0,39,1394.1373,0,1566.4985,36.451614,0.3973439,7700,3000,10700
5626,50627,2687,1954,11/19/1953,9,0.0,46,1347.2538,1,,,0.27964735,6700,500,7200
5627,50628,46650,2003,12/3/2002,17,0.0,27,1455.9657,8,1497.6368,37.726372,0.58316213,3200,3000,6200
5628,50629,46367,2002,5/9/2002,89,1.0,30,1563.3806,19,1569.2012,48.479786,0.63231021,8100,2000,10100
5629,50630,41134,1998,1/21/1998,42,0.0,27,1540.2681,9,1548.7673,44.050090999999995,0.6287179,6300,2200,8500
5630,50631,29161,1988,1/2/1988,29,0.0,14,1536.2942,4,1508.9153,44.706348,0.67551845,4500,3400,7900
5631,50632,33017,1991,3/19/1991,64,0.0,24,1357.8409,11,1617.5358,27.567261,0.28510517,4100,3800,7900
5632,50633,58118,2011,5/10/2011,92,1.0,5,1684.1896,7,1497.1537,58.964764,0.83920318,6400,1900,8300
5633,50634,26457,1985,2/22/1985,56,0.0,4,1672.7256,3,,,0.7256918000000001,3100,300,3400
5634,50635,22576,1981,2/25/1981,67,0.0,17,1343.8649,19,1319.4408,26.940191,0.67177904,9400,4500,13900
5635,50636,30857,1989,4/18/1989,79,0.0,0,1549.8374,25,1489.9979999999994,,0.71506435,7700,1900,9600
5636,50637,59803,2013,1/18/2013,40,0.0,4,1426.0016,26,1442.7574,33.517021,0.61755699,4300,800,5100
5637,50638,57625,2011,2/12/2011,54,0.0,24,1339.5634,4,1548.769,,0.34781933,3000,200,3200
5638,50639,17233,1976,12/20/1975,26,0.0,7,1472.6575,11,1481.8029999999999,40.999641,0.6278491,7900,3800,11700
5639,50640,41756,1998,4/24/1998,83,1.0,22,,1,,53.866051,0.76485801,5600,3500,9100
5640,50641,58048,2011,4/13/2011,82,0.0,18,1638.3014,38,,,0.78425109,7400,3400,10800
5641,50642,19284,1978,12/21/1977,30,0.0,12,1520.3708,0,1436.175,43.137638,0.742751,4400,1400,5800
5642,50643,40606,1998,11/5/1997,4,0.0,3,,15,1509.8143,47.884945,0.7274785,6200,1700,7900
5643,50644,50600,2006,12/18/2005,24,0.0,2,,11,1563.7993,,0.58860904,8000,3200,11200
5644,50645,46465,2003,11/7/2002,5,0.0,16,1406.5410000000006,3,1550.9221,29.505703000000004,0.43647559999999996,4300,1400,5700
5645,50646,25243,1984,1/18/1984,37,0.0,14,1514.5018,18,1506.7229,42.991141999999996,0.65031528,7600,1200,8800
5646,50647,53974,2008,3/29/2008,74,0.0,9,,37,1436.2439,36.95446,0.69218558,3000,100,3100
5647,50648,23946,1983,11/23/1982,13,0.0,12,1482.0542,19,1538.1058,38.138496,0.56291157,8200,2900,11100
5648,50649,37257,1995,1/6/1995,30,0.0,10,1576.158,1,,47.543182,0.64798158,4000,3800,7800
5649,50650,29775,1988,4/22/1988,81,0.0,18,1582.8501,13,1384.8632,49.743618,0.84752899,3600,3100,6700
5650,50651,1578,1951,11/16/1950,7,0.0,1,1485.6447,35,1646.899,40.227844,0.41274998,5000,2300,7300
5651,50652,59408,2013,11/25/2012,14,0.0,26,,13,1688.3615,,0.26687646,4600,1700,6300
5652,50653,20122,1979,11/23/1978,20,0.0,50,1456.9863,12,,37.054592,0.50857782,4800,200,5000
5653,50654,3190,1955,2/5/1955,49,0.0,43,1540.3037,33,1519.7079999999999,,0.66690165,7700,3900,11600
5654,50655,40874,1998,12/15/1997,22,0.0,0,,4,1372.9586,28.487995,0.62408453,5500,2500,8000
5655,50656,14455,1974,10/10/1973,1,0.0,6,1460.2179999999994,14,1385.6953,39.469597,0.73196858,6100,1900,8000
5656,50657,19437,1978,1/22/1978,41,0.0,0,1427.3082,14,1540.965,,0.48035648,8700,2600,11300
5657,50658,12843,1972,2/12/1972,60,0.0,3,,41,1241.0511,26.350761,0.71466118,4400,3800,8200
5658,50659,43281,2000,2/6/2000,47,0.0,4,1506.615,21,1549.4247,42.71152100000001,0.58156806,4800,600,5400
5659,50660,11572,1971,2/4/1971,58,0.0,9,1308.2244,7,1366.6522,28.668411,0.55954325,7800,1300,9100
5660,50661,27513,1986,3/1/1986,59,0.0,18,1504.2858,12,1396.1627,41.571521999999995,0.76817816,8400,4600,13000
5661,50662,52037,2007,1/2/2007,32,0.0,18,1680.1638,14,1457.1819,58.970546999999996,0.86520755,8300,1800,10100
5662,50663,60005,2013,2/19/2013,54,0.0,38,1479.1785,5,1553.6654,37.269042999999996,0.53665042,7000,2400,9400
5663,50664,47061,2003,1/31/2003,46,0.0,26,1349.6339,15,1588.1244,27.39197,0.3106215,7900,1400,9300
5664,50665,20210,1979,12/10/1978,25,0.0,14,1603.4347,13,1563.8124,51.9179,0.69077194,3200,4200,7400
5665,50666,5634,1963,11/9/1962,9,0.0,0,1665.8503,2,1575.9436,56.33659399999999,0.74898213,6800,5000,11800
5666,50667,43721,2000,4/10/2000,77,0.0,1,1605.4738,15,1592.8795,52.186684,0.65659219,5600,1500,7100
5667,50668,23210,1982,1/12/1982,34,0.0,6,1559.774,12,1526.274,48.131638,0.68319368,3000,2000,5000
5668,50669,52554,2007,3/17/2007,66,0.0,10,1600.0699,17,1604.0217,51.881157,0.63480771,6900,3300,10200
5669,50670,49576,2005,1/28/2005,41,0.0,8,1431.4303,16,1453.043,33.18111,0.61093253,3100,900,4000
5670,50671,29788,1988,4/23/1988,82,0.0,25,1495.8474,7,1580.2272,41.202118,0.52246422,8400,5100,13500
5671,50672,17656,1976,2/28/1976,62,0.0,1,1473.2446,5,1414.7416,40.565632,0.71349448,9000,4700,13700
5672,50673,15260,1974,2/14/1974,56,0.0,12,1534.4617,7,1363.6729999999998,47.315369,0.82617897,7200,100,7300
5673,50674,52699,2007,4/6/2007,77,0.0,37,1436.5201,15,1402.131,32.744892,0.68430048,4500,2500,7000
5674,50675,4233,1959,10/23/1958,1,0.0,31,1545.3391,3,1484.099,44.456134999999996,0.71670443,5800,4300,10100
5675,50676,14252,1973,3/13/1973,77,0.0,1,1586.7992,6,,53.20607800000001,0.81690645,3400,2200,5600
5676,50677,50821,2006,1/19/2006,38,0.0,1,1401.5355,3,1717.1947,30.256702,0.22418647,8300,1600,9900
5677,50678,34519,1993,11/8/1992,2,0.0,2,1489.9336,21,,,0.71400917,7000,1400,8400
5678,50679,10515,1970,3/4/1970,71,0.0,0,1423.4241,39,1320.8784,37.563023,0.76241153,6200,4300,10500
5679,50680,21202,1980,12/13/1979,32,0.0,10,1474.0446,25,1433.0132,37.084011,0.69250184,8300,4100,12400
5680,50681,53922,2008,3/22/2008,70,0.0,4,1541.3225,19,1409.2949,,0.79177505,3000,1700,4700
5681,50682,12954,1972,2/26/1972,67,0.0,51,1461.0675,49,1413.3312,43.463943,0.70065916,7800,5000,12800
5682,50683,57837,2011,3/16/2011,67,0.0,8,1453.9237,23,1632.6791,35.34642,0.38856402,7300,2100,9400
5683,50684,27088,1986,12/11/1985,24,0.0,3,1544.1473,25,1505.3059,,0.68981093,8200,5400,13600
5684,50685,45025,2001,4/14/2001,80,0.0,12,1240.7762,20,1435.5747,16.615314,0.36686173,3400,3400,6800
5685,50686,24028,1983,12/8/1982,20,0.0,3,1540.4435,1,1418.9008,43.091854,0.78164911,4700,4200,8900
5686,50687,37489,1995,2/9/1995,46,0.0,16,1507.3569,12,1377.7462,40.082127,0.78947198,6600,3000,9600
5687,50688,34657,1993,11/29/1992,11,0.0,9,,21,1421.0227,57.224976,0.87261879,3600,300,3900
5688,50689,28705,1987,4/7/1987,77,0.0,10,1377.9045,0,1700.1129,31.72883,0.21769764,3900,1000,4900
5689,50690,10468,1970,2/25/1970,69,0.0,4,1498.006,3,1425.2261,45.783451,0.72999579,4300,3600,7900
5690,50691,13871,1973,1/15/1973,47,0.0,54,1608.8529,55,1573.7648,,0.68516904,5000,2200,7200
5691,50692,63085,2015,4/20/2015,84,1.0,5,1587.8666,8,1467.516,,0.78047556,4100,4300,8400
5692,50693,10921,1971,11/6/1970,13,0.0,4,1450.1357,7,1442.4656,42.532421,0.65017289,4700,5100,9800
5693,50694,56606,2010,3/28/2010,73,0.0,3,1325.8015,5,1449.4701,22.928541,0.46599078,3300,1900,5200
5694,50695,23289,1982,1/26/1982,41,0.0,13,1541.4396,4,,46.457623,0.51872891,8800,2600,11400
